,ASSETID,SHOPID,SHOPNAME,ASSETSNAME,ASSETSTYPEID,UNITNAME,ADDRESS
985,24700,10687,张沟村委,木椅子,11,把,
986,24709,10687,张沟村委,写字台,11,张,
987,27582,10687,张沟村委,皮沙发,11,套,
988,24687,10687,张沟村委,村娱乐城,12,座,
989,24713,10687,张沟村委,兰球篮,12,付,
990,24690,10687,张沟村委,戏楼,12,座,
991,24694,10687,张沟村委,供水设施,13,套,
992,24695,10687,张沟村委,20型装载机,15,台,
993,24693,10687,张沟村委,公厕,18,个,
994,24692,10687,张沟村委,垃圾池,18,个,
995,27578,10687,张沟村委,水泥路面,18,平米,
996,21898,10697,东关五（2）组,井房,13,间,
997,23071,10706,赵窑村委,村教学楼,8,幢,
998,37954,10706,赵窑村委,老板椅,10,套,
999,23078,10706,赵窑村委,扩音器,10,套,
1000,37957,10706,赵窑村委,格力空调KFR-72W,11,套,
1001,37955,10706,赵窑村委,方凳,11,套,
1002,37953,10706,赵窑村委,办公桌,11,套,
1003,23075,10706,赵窑村委,办公桌椅,11,套,
1004,37959,10706,赵窑村委,沙发,11,套,
1005,38185,10706,赵窑村委,办公家俱,11,套,赵窑
1006,37952,10706,赵窑村委,乡材公路,13,套,
1007,18670,10714,西关村委,西关村综合楼,7,平米,渑池县会盟大道西段南侧(西关宾馆)
1008,18686,10714,西关村委,西关学校,8,间,
1009,18689,10714,西关村委,立式空调,10,台,
1010,18700,10714,西关村委,电脑,10,台,
1011,18699,10714,西关村委,电视,10,台,
1012,18696,10714,西关村委,老板桌,11,张,
1013,18691,10714,西关村委,铁皮文件柜,11,个,
1014,18702,10714,西关村委,条桌椅子,11,套,
1015,18682,10714,西关村委,西关村文化大院,12,间,
1016,18677,10714,西关村委,机井、水塔,18,个,
1017,18684,10714,西关村委,原果品市场,18,亩,
1018,21487,10745,南街村委,车库,7,间,
1019,21488,10745,南街村委,煤球房,7,间,
1020,21486,10745,南街村委,门面房,7,间,
1021,21485,10745,南街村委,村委办公室,7,间,
1022,21515,10745,南街村委,医疗站,9,间,
1023,21507,10745,南街村委,复印机,10,台,
1024,21489,10745,南街村委,电视机,10,台,
1025,21503,10745,南街村委,空调,10,台,
1026,21490,10745,南街村委,电脑,10,台,
1027,21492,10745,南街村委,会议桌,11,张,
1028,21495,10745,南街村委,老板椅,11,把,
1029,21496,10745,南街村委,图书柜,11,个,
1030,21500,10745,南街村委,木靠椅,11,把,
1031,21497,10745,南街村委,阅览桌,11,张,
1032,21499,10745,南街村委,三斗桌,11,张,
1033,21493,10745,南街村委,皮靠椅,11,把,
1034,21510,10745,南街村委,老板桌,11,张,
1035,21498,10745,南街村委,文件柜,11,个,
1036,21512,10745,南街村委,电脑桌,11,张,
1037,21506,10745,南街村委,图书,18,册,
1038,21504,10745,南街村委,社鼓,18,个,
1039,21502,10745,南街村委,饮水机,18,台,
1040,21285,10757,北街村委,金雁宾馆,7,间,
1041,21287,10757,北街村委,村室,7,间,
1042,21277,10757,北街村委,教室、办公楼,8,间,
1043,21265,10757,北街村委,电视,10,台,
1044,21262,10757,北街村委,电脑,10,台,
1045,21268,10757,北街村委,桌子,11,张,
1046,21273,10757,北街村委,档案柜,11,个,
1047,21270,10757,北街村委,凳子,11,把,
1048,21274,10757,北街村委,图书室柜,11,个,
1049,22590,10766,一里河村委,村委房屋,7,间,
1050,22595,10766,一里河村委,银河大酒店,7,间,
1051,22622,10766,一里河村委,一里河学校,8,间,
1052,22603,10766,一里河村委,电脑,10,台,
1053,22610,10766,一里河村委,档案柜,11,个,
1054,22606,10766,一里河村委,沙发,11,套,
1055,22600,10766,一里河村委,办公桌,11,张,
1056,22607,10766,一里河村委,文件柜,11,个,
1057,22611,10766,一里河村委,椅子,11,把,
1058,22615,10766,一里河村委,饮水机,18,台,
1059,22617,10766,一里河村委,计生检查床,18,个,
1060,21881,10771,孟岭村委,村委楼,7,套,
1061,21883,10771,孟岭村委,学校楼,8,间,
1062,21871,10771,孟岭村委,立式空调,10,台,
1063,21875,10771,孟岭村委,电视,10,台,
1064,21872,10771,孟岭村委,电脑,10,台,
1065,21866,10771,孟岭村委,书柜,11,套,
1066,21864,10771,孟岭村委,方凳,11,个,
1067,21876,10771,孟岭村委,床,11,张,
1068,21861,10771,孟岭村委,桌子,11,张,
1069,21857,10771,孟岭村委,办公桌椅,11,套,
1070,21862,10771,孟岭村委,椅子,11,张,
1071,21865,10771,孟岭村委,沙发,11,套,
1072,21860,10771,孟岭村委,会议桌,11,张,
1073,26588,10783,蟠桃村委,村委房屋,7,间,蟠桃村
1074,26589,10783,蟠桃村委,教学楼,8,间,蟠桃村小学
1075,26592,10783,蟠桃村委,书柜,10,个,蟠桃村
1076,26590,10783,蟠桃村委,桌子,11,套,蟠桃村
1077,26591,10783,蟠桃村委,电视机,12,台,蟠桃村
1078,38055,10783,蟠桃村委,电视机,12,,蟠桃村室
1079,38324,10783,蟠桃村委,花椒清选机,15,台,蟠桃村
1080,24811,10795,北平村委,教学楼,8,间,
1081,24813,10795,北平村委,电视机、投影,10,套,
1082,24812,10795,北平村委,办公家具,11,套,
1083,25535,10801,崔门村委,教学楼,7,间,
1084,25537,10801,崔门村委,办公椅,11,把,
1085,25538,10801,崔门村委,办公桌,11,张,
1086,25540,10801,崔门村委,电脑,11,台,
1087,25541,10801,崔门村委,健身器材,12,个,
1088,25544,10801,崔门村委,图书,18,册,
1089,27584,10801,崔门村委,水泥路,18,公里,
1090,24665,10805,天坛村委,文化大院房屋,7,间,
1091,24674,10805,天坛村委,新学校房,8,间,
1092,24673,10805,天坛村委,老学校房屋,8,间,
1093,24678,10805,天坛村委,旧取暖设备,10,套,
1094,24679,10805,天坛村委,餐具,10,套,
1095,24670,10805,天坛村委,电视,10,套,
1096,24669,10805,天坛村委,电脑及扩音设备,10,套,
1097,24675,10805,天坛村委,办公桌、会议桌,11,套,
1098,24668,10805,天坛村委,黄桌凳,11,套,
1099,24671,10805,天坛村委,沙发、茶几,11,套,
1100,24667,10805,天坛村委,文化大院桌子,11,个,
1101,24666,10805,天坛村委,转椅,11,个,
1102,24672,10805,天坛村委,健身器材,12,件,
1103,24680,10805,天坛村委,体育器材,12,套,
1104,24676,10805,天坛村委,教师床,14,套,
1105,24677,10805,天坛村委,教室课桌凳,14,套,
1106,27585,10805,天坛村委,水泥路面,18,公里,
1107,21552,10806,塔泥村委,村委办公室,7,间,
1108,21562,10806,塔泥村委,学校教学楼,8,间,
1109,21564,10806,塔泥村委,学校教师办公楼,8,间,
1110,21579,10806,塔泥村委,电视,10,台,
1111,21582,10806,塔泥村委,电脑,10,台,
1112,21592,10806,塔泥村委,计生学校桌凳,11,套,
1113,21569,10806,塔泥村委,会议桌凳,11,套,
1114,21589,10806,塔泥村委,办公桌凳,11,套,
1115,21572,10806,塔泥村委,图书柜,11,个,
1116,21575,10806,塔泥村委,图书阅览桌凳,11,套,
1117,21577,10806,塔泥村委,电视柜,11,个,
1118,21571,10806,塔泥村委,文件柜,11,个,
1119,21587,10806,塔泥村委,篮球蓝,18,套,
1120,21626,10807,苏湾村委,村委房屋,7,间,
1121,21650,10807,苏湾村委,电视机,10,台,
1122,21641,10807,苏湾村委,凳子,11,个,
1123,21644,10807,苏湾村委,书柜,11,个,
1124,21667,10807,苏湾村委,沙发床,11,个,
1125,21636,10807,苏湾村委,桌子,11,张,
1126,21670,10807,苏湾村委,报刊架,18,个,
1127,21649,10807,苏湾村委,图书,18,册,
1128,24814,10808,南平村委,学校楼,8,,
1129,24815,10808,南平村委,戏楼,9,平米,
1130,24817,10808,南平村委,文化大院,9,,
1131,24816,10808,南平村委,烟站,9,平米,
1132,24819,10812,赵庄村委,村委楼,7,栋,
1133,24818,10812,赵庄村委,教学楼,8,,
1134,24821,10812,赵庄村委,彩色电视,10,套,
1135,24820,10812,赵庄村委,电视柜,11,套,
1136,24752,10822,南庄村委,村室,7,平米,
1137,24749,10822,南庄村委,学校房屋,8,,
1138,24753,10822,南庄村委,其他房屋,9,,
1139,24750,10822,南庄村委,烟站,9,平米,
1140,24784,10822,南庄村委,电视,10,套,
1141,24782,10822,南庄村委,办公用品,10,套,
1142,24783,10822,南庄村委,科教桌、,11,套,
1143,24875,10829,峪峒村委,村室,7,,
1144,24870,10829,峪峒村委,村教学楼,8,,
1145,24872,10829,峪峒村委,办公用品,10,,
1146,21606,10832,峪沟村委,村委房屋,7,间,
1147,21790,10832,峪沟村委,幼儿园教学楼,8,间,
1148,21604,10832,峪沟村委,办公用品沙发床柜子,10,套,
1149,21600,10832,峪沟村委,办公桌椅,10,套,
1150,21792,10832,峪沟村委,电脑,10,台,
1151,21605,10832,峪沟村委,教育桌椅,10,套,
1152,21782,10832,峪沟村委,乒乓球案,18,个,
1153,21784,10832,峪沟村委,麻将桌,18,个,
1154,21780,10832,峪沟村委,篮球栏,18,个,
1155,25202,10833,英东村村委,村室,7,间,
1156,25197,10833,英东村村委,学校房屋,8,间,
1157,25203,10833,英东村村委,机井房子,9,间,
1158,25200,10833,英东村村委,图书柜,11,个,
1159,25198,10833,英东村村委,办公桌椅,11,套,
1160,25199,10833,英东村村委,图书,12,册,
1161,25201,10833,英东村村委,乡村道路,18,公里,
1162,25204,10835,英西村村委,村委房屋,7,间,
1163,25205,10835,英西村村委,学校房屋,8,间,
1164,25207,10835,英西村村委,办公椅,11,把,
1165,25206,10835,英西村村委,办公桌,11,套,
1166,25208,10835,英西村村委,文件柜,11,个,
1167,25210,10835,英西村村委,乡村道路,18,公里,
1168,25211,10839,东马村村委,村办公室,7,间,
1169,25221,10839,东马村村委,三组学校,8,间,
1170,25218,10839,东马村村委,四五组学校,8,间,
1171,25219,10839,东马村村委,远程教育设备,10,套,
1172,25213,10839,东马村村委,档案柜,11,套,
1173,25216,10839,东马村村委,书案,11,个,
1174,25215,10839,东马村村委,图书柜,11,个,
1175,25214,10839,东马村村委,计生课桌,11,套,
1176,25212,10839,东马村村委,桌椅沙发,11,套,
1177,25217,10839,东马村村委,图书,12,册,
1178,25220,10839,东马村村委,水利设施,13,套,
1179,25222,10839,东马村村委,水管,13,根,
1180,25223,10839,东马村村委,乡村道路,18,公里,
1181,25225,10845,谷水村村委,村委办公楼,7,间,
1182,25224,10845,谷水村村委,教学楼,8,间,
1183,25226,10845,谷水村村委,远程教育设备,10,套,
1184,25228,10845,谷水村村委,计生课桌,11,套,
1185,25227,10845,谷水村村委,办公桌椅,11,套,
1186,25230,10847,西曲村村委,教学楼,8,间,
1187,25231,10847,西曲村村委,桌椅,11,套,
1188,25229,10847,西曲村村委,乡村道路,18,公里,
1189,25235,10850,槐树洼村村委,村委房屋,7,间,
1190,25234,10850,槐树洼村村委,学校房屋,8,间,
1191,25236,10850,槐树洼村村委,办公桌椅,11,套,
1192,25238,10850,槐树洼村村委,乡村道路,18,公里,
1193,25243,10852,苇园洼村村委,村委房屋,7,间,
1194,25244,10852,苇园洼村村委,电脑,10,台,
1195,25247,10852,苇园洼村村委,扩音机喇叭,10,套,
1196,25246,10852,苇园洼村村委,电视机,10,台,
1197,25251,10852,苇园洼村村委,书柜,11,个,
1198,25253,10852,苇园洼村村委,阅览桌椅,11,套,
1199,25254,10852,苇园洼村村委,计生桌椅,11,套,
1200,25249,10852,苇园洼村村委,沙发,11,套,
1201,25250,10852,苇园洼村村委,办公桌,11,套,
1202,25255,10852,苇园洼村村委,体育设施,12,套,
1203,25252,10852,苇园洼村村委,图书,12,套,
1204,25256,10852,苇园洼村村委,水利设施,13,套,
1205,25263,10854,姜王庄村村委,村委房屋,7,间,
1206,25261,10854,姜王庄村村委,教学楼,8,间,
1207,25264,10854,姜王庄村村委,瓷厂,9,间,
1208,25265,10854,姜王庄村村委,电工房,9,间,
1209,25275,10854,姜王庄村村委,电视机,10,套,
1210,25284,10854,姜王庄村村委,扩音机设备,10,套,
1211,25273,10854,姜王庄村村委,电脑,10,台,
1212,25268,10854,姜王庄村村委,检查床,11,张,
1213,25267,10854,姜王庄村村委,档案柜,11,个,
1214,25272,10854,姜王庄村村委,计生桌椅,11,套,
1215,25271,10854,姜王庄村村委,办公桌椅,11,套,
1216,25283,10854,姜王庄村村委,路灯,17,副,
1217,25269,10854,姜王庄村村委,乡村道路,18,公里,
1218,25285,10861,后营村村委,村委房屋,7,间,
1219,25286,10861,后营村村委,教学楼,8,间,
1220,25289,10861,后营村村委,远程教育设备,10,套,
1221,25288,10861,后营村村委,计生桌椅,11,套,
1222,25287,10861,后营村村委,办公桌椅,11,套,
1223,25290,10861,后营村村委,健身器材,12,套,
1224,25291,10861,后营村村委,水利设施,13,套,
1225,25292,10861,后营村村委,乡村道路,18,公里,
1226,22001,10862,西河南村委,高压锅,6,个,
1227,22005,10862,西河南村委,图书,6,册,
1228,21997,10862,西河南村委,灭杀菌灯,6,个,
1229,21888,10862,西河南村委,村办公楼,7,间,
1230,21891,10862,西河南村委,平房,7,间,
1231,21895,10862,西河南村委,瓦房,7,间,
1232,22007,10862,西河南村委,冷藏柜,10,个,
1233,22009,10862,西河南村委,电视机,10,台,
1234,22006,10862,西河南村委,电脑,10,台,
1235,21961,10862,西河南村委,药具柜,11,个,
1236,21956,10862,西河南村委,办公桌椅、报刊架,11,套,
1237,21959,10862,西河南村委,小方桌、椅子,11,套,
1238,21985,10862,西河南村委,椅子,11,把,
1239,21989,10862,西河南村委,观察床,11,张,
1240,21932,10862,西河南村委,凳子,11,个,
1241,21954,10862,西河南村委,书柜,11,个,
1242,21941,10862,西河南村委,饮水机,11,台,
1243,21929,10862,西河南村委,椅子,11,把,
1244,21991,10862,西河南村委,床头柜,11,个,
1245,21940,10862,西河南村委,沙发茶几,11,套,
1246,21974,10862,西河南村委,铁皮药柜,11,个,
1247,21971,10862,西河南村委,中药柜,11,个,
1248,21969,10862,西河南村委,活动器材柜,11,个,
1249,21902,10862,西河南村委,桌子,11,张,
1250,21976,10862,西河南村委,诊断床,11,张,
1251,21936,10862,西河南村委,办公桌椅,11,套,
1252,21964,10862,西河南村委,康健床,11,张,
1253,21980,10862,西河南村委,桌子,11,张,
1254,21951,10862,西河南村委,乒乓球台、拍、羽毛球拍,18,套,
1255,22013,10865,十里铺村委,村室及大院,7,间,
1256,22034,10865,十里铺村委,猪场房,9,间,
1257,22036,10865,十里铺村委,猪舍,9,间,
1258,22043,10865,十里铺村委,电脑、电视,10,台,
1259,22045,10865,十里铺村委,投影,10,台,
1260,21230,10865,十里铺村委,公开栏,10,个,
1261,22042,10865,十里铺村委,方凳,11,个,
1262,22037,10865,十里铺村委,桌子,11,张,
1263,22039,10865,十里铺村委,椅子,11,把,
1264,22052,10865,十里铺村委,健身器材,12,付,
1265,22050,10865,十里铺村委,休闲广场,12,个,
1266,22030,10865,十里铺村委,机井,13,眼,
1267,22049,10865,十里铺村委,球篮,18,付,
1268,25293,10866,周家山村村委,村委房屋,7,间,
1269,25297,10866,周家山村村委,洞沟学校房屋,8,间,
1270,25300,10866,周家山村村委,清真寺房屋,9,间,
1271,25295,10866,周家山村村委,电视机,10,台,
1272,25294,10866,周家山村村委,办公桌椅,11,套,
1273,25299,10866,周家山村村委,书柜,11,个,
1274,25298,10866,周家山村村委,图书,12,册,
1275,25296,10866,周家山村村委,乡村道路,18,公里,
1276,25301,10870,王沟村村委,村委房屋,7,间,
1277,25304,10870,王沟村村委,电脑,10,台,
1278,25306,10870,王沟村村委,喇叭,10,套,
1279,25305,10870,王沟村村委,电视机,10,台,
1280,25302,10870,王沟村村委,办公桌椅,11,套,
1281,25308,10870,王沟村村委,书柜,11,个,
1282,25309,10870,王沟村村委,阅览桌椅,11,套,
1283,25303,10870,王沟村村委,计生桌椅,11,套,
1284,25307,10870,王沟村村委,图书,12,册,
1285,25311,10870,王沟村村委,水利工程,13,个,
1286,25310,10870,王沟村村委,乡村道路,18,公里,
1287,26594,10871,仁村村委,村戏院,7,所,仁村市场街路南
1288,26593,10871,仁村村委,村汽车站,7,间,仁村市场街北15米路西
1289,26596,10871,仁村村委,文化大院,7,间,仁村西坡
1290,26597,10871,仁村村委,面粉厂,7,所,仁村市场街往南100米路东
1291,26595,10871,仁村村委,教学楼,8,间,仁村邮电局对面路北
1292,38126,10871,仁村村委,2匹空调,10,台,仁村村委
1293,38125,10871,仁村村委,1.5匹空调,10,台,仁村村委
1294,38127,10871,仁村村委,3匹空调,10,台,仁村村委
1295,26598,10871,仁村村委,桌椅,11,个,仁村村委室内
1296,38075,10871,仁村村委,办公铁皮柜,11,,仁村村委
1297,38076,10871,仁村村委,办公沙发,11,,仁村村委
1298,38128,10871,仁村村委,办公台面,11,米,仁村村委
1299,38158,10871,仁村村委,窗帘,16,,仁村村
1300,38157,10871,仁村村委,建升旗台,541,,仁村村
1301,25313,10876,翟延村村委,村委房屋,7,间,
1302,25312,10876,翟延村村委,教学楼,8,间,
1303,25316,10876,翟延村村委,远程教育设备,10,套,
1304,25327,10876,翟延村村委,书柜,11,个,
1305,25314,10876,翟延村村委,计生桌椅,11,套,
1306,25328,10876,翟延村村委,阅览桌椅,11,套,
1307,25315,10876,翟延村村委,办公桌椅,11,套,
1308,25322,10876,翟延村村委,图书,12,册,
1309,25330,10876,翟延村村委,体育娱乐设施,12,套,
1310,25333,10876,翟延村村委,机井,13,眼,
1311,25332,10876,翟延村村委,乡村道路,18,公里,
1312,25338,10884,水源村村委,村委平房,7,间,
1313,25343,10884,水源村村委,电视机,10,台,
1314,25345,10884,水源村村委,电脑,10,台,
1315,25348,10884,水源村村委,书柜,11,个,
1316,25341,10884,水源村村委,桌椅,11,套,
1317,25347,10884,水源村村委,图书,12,册,
1318,25349,10884,水源村村委,乡村道路,18,公里,
1319,25351,10886,寺庄村村委,村委房屋,7,间,
1320,25352,10886,寺庄村村委,远程教育设备,10,套,
1321,25361,10886,寺庄村村委,小立柜,11,个,
1322,25359,10886,寺庄村村委,学校椅子,11,把,
1323,25360,10886,寺庄村村委,茶几,11,个,
1324,25353,10886,寺庄村村委,书柜,11,个,
1325,25356,10886,寺庄村村委,床,11,张,
1326,25355,10886,寺庄村村委,沙发,11,套,
1327,25357,10886,寺庄村村委,档案柜,11,个,
1328,25354,10886,寺庄村村委,办公桌,11,张,
1329,25362,10886,寺庄村村委,阅览桌椅,11,套,
1330,25358,10886,寺庄村村委,学校桌子,11,张,
1331,25364,10886,寺庄村村委,图书,12,册,
1332,25363,10886,寺庄村村委,乡村道路,18,公里,
1333,22557,10889,岭南村村委,村室,7,间,岭南村
1334,22609,10889,岭南村村委,学校,8,间,岭南村
1335,22621,10889,岭南村村委,村卫生室用品,10,套,岭南村
1336,22574,10889,岭南村村委,凳子,11,把,岭南村
1337,22562,10889,岭南村村委,老板桌,11,张,岭南村
1338,22582,10889,岭南村村委,看报椅,11,张,岭南村
1339,22569,10889,岭南村村委,条桌,11,张,城头村
1340,22584,10889,岭南村村委,床,11,张,岭南村
1341,22565,10889,岭南村村委,沙发,11,套,岭南村
1342,22588,10889,岭南村村委,书柜文件柜,11,个,岭南村
1343,22592,10889,岭南村村委,小方凳,11,个,岭南村
1344,22578,10889,岭南村村委,看报桌,11,张,岭南村
1345,22616,10889,岭南村村委,学校用品,11,套,岭南村
1346,22627,10889,岭南村村委,兰球架\乒乓球台,12,个,岭南村
1347,22619,10889,岭南村村委,学校远程教育,12,套,岭南村
1348,22594,10889,岭南村村委,村远程教育,12,套,岭南村
1349,22602,10889,岭南村村委,铜器、大鼓,12,套,岭南村
1350,22624,10889,岭南村村委,公厕,18,个,岭南村
1351,22629,10889,岭南村村委,村村通公路,18,个,岭南村
1352,25372,10890,寺庄坪村村委,北平房,8,间,
1353,25369,10890,寺庄坪村村委,东教学楼,8,间,
1354,25370,10890,寺庄坪村村委,南教学楼,8,间,
1355,25368,10890,寺庄坪村村委,西教学楼,8,间,
1356,25379,10890,寺庄坪村村委,教会房屋,9,间,
1357,25375,10890,寺庄坪村村委,电视机,10,台,
1358,25376,10890,寺庄坪村村委,书柜,11,个,
1359,25373,10890,寺庄坪村村委,办公桌椅,11,套,
1360,25377,10890,寺庄坪村村委,图书,12,册,
1361,25380,10890,寺庄坪村村委,乡村道路,18,公里,
1362,25384,10901,东七村村委,村委房屋,7,间,
1363,25387,10901,东七村村委,电脑,10,台,
1364,25385,10901,东七村村委,电视机,10,台,
1365,25389,10901,东七村村委,沙发,11,套,
1366,25388,10901,东七村村委,办公桌椅,11,套,
1367,25391,10901,东七村村委,休闲广场,12,个,
1368,25394,10901,东七村村委,水塔,13,个,
1369,25392,10901,东七村村委,机井,13,个,
1370,25393,10901,东七村村委,地下管道,13,米,
1371,25390,10901,东七村村委,乡村道路,18,公里,
1372,25395,10904,西英豪村村委,村委房屋,7,间,
1373,25396,10904,西英豪村村委,电脑,10,台,
1374,25401,10904,西英豪村村委,计生桌椅,11,套,
1375,25399,10904,西英豪村村委,办公桌椅,11,套,
1376,25405,10904,西英豪村村委,乒乓球案,11,个,
1377,25402,10904,西英豪村村委,文件柜,11,个,
1378,25408,10904,西英豪村村委,图书,12,册,
1379,25403,10904,西英豪村村委,健身器材,12,套,
1380,25407,10904,西英豪村村委,水泵,13,台,
1381,25397,10904,西英豪村村委,乡村道路,18,公里,
1382,25411,10907,东城南村村委,教学楼,8,间,
1383,25413,10907,东城南村村委,电视机,10,台,
1384,25419,10907,东城南村村委,学校课桌,11,张,
1385,25418,10907,东城南村村委,书柜,11,组,
1386,25414,10907,东城南村村委,办公桌椅,11,套,
1387,25423,10907,东城南村村委,社火道具,12,套,
1388,25416,10907,东城南村村委,图书,12,册,
1389,25421,10907,东城南村村委,水泵,13,台,
1390,25424,10907,东城南村村委,乡村道路,18,公里,
1391,25431,10910,王都村村委,文化大院,7,间,
1392,25428,10910,王都村村委,教学楼,8,间,
1393,25434,10910,王都村村委,远程教育设备,10,套,
1394,25433,10910,王都村村委,办公桌椅,11,套,
1395,25435,10910,王都村村委,乡村道路,18,公里,
1396,21620,10912,李家洼村委,养殖场房,9,间,
1397,21618,10912,李家洼村委,电脑,10,台,
1398,21612,10912,李家洼村委,彩电,10,台,
1399,21617,10912,李家洼村委,小方凳,11,个,
1400,21615,10912,李家洼村委,沙发,11,套,
1401,21614,10912,李家洼村委,椅子,11,把,
1402,21613,10912,李家洼村委,办公桌子,11,张,
1403,21616,10912,李家洼村委,单桌,11,张,
1404,21622,10912,李家洼村委,吃水工程设备,15,套,
1405,25436,10913,西城南村村委,村委房屋,7,间,
1406,25437,10913,西城南村村委,学校房屋,8,间,
1407,25443,10913,西城南村村委,电视机,10,套,
1408,25442,10913,西城南村村委,电脑,10,台,
1409,25438,10913,西城南村村委,办公桌,11,张,
1410,25439,10913,西城南村村委,沙发,11,套,
1411,25441,10913,西城南村村委,书柜,11,个,
1412,25440,10913,西城南村村委,档案柜,11,个,
1413,25444,10913,西城南村村委,乡村道路,18,公里,
1414,25445,10918,王家坪村村委,村委房屋,7,间,
1415,25446,10918,王家坪村村委,教学楼,8,间,
1416,25448,10918,王家坪村村委,电视机,10,台,
1417,25449,10918,王家坪村村委,电脑,10,台,
1418,25451,10918,王家坪村村委,档案柜,11,个,
1419,25447,10918,王家坪村村委,办公桌椅,11,套,
1420,25450,10918,王家坪村村委,乡村户户通道路,18,公里,
1421,25452,10918,王家坪村村委,乡村道路,18,公里,
1422,25475,10921,富村村委,村委房屋,7,间,
1423,25477,10921,富村村委,学校房屋,8,间,
1424,25486,10921,富村村委,电视机,10,套,
1425,25484,10921,富村村委,电脑,10,台,
1426,25483,10921,富村村委,书柜,11,组,
1427,25481,10921,富村村委,文件柜,11,个,
1428,25480,10921,富村村委,沙发,11,组,
1429,25479,10921,富村村委,办公桌,11,套,
1430,25487,10921,富村村委,乡村道路,18,公里,
1431,24275,10927,西川村村委,村委房屋,7,间,西川村
1432,24283,10927,西川村村委,上溪学校,8,间,上溪小学校
1433,24279,10927,西川村村委,学校,8,间,东川学校
1434,24293,10927,西川村村委,小沙发,11,套,村室
1435,24288,10927,西川村村委,椅子,11,把,村室
1436,24433,10927,西川村村委,书柜,11,个,村室
1437,24290,10927,西川村村委,大沙发,11,套,村室
1438,24754,10927,西川村村委,连椅,11,套,西川村委
1439,24437,10927,西川村村委,椅子,11,把,村室
1440,24431,10927,西川村村委,椅子,11,把,村室
1441,24404,10927,西川村村委,图书桌,11,张,村室
1442,24403,10927,西川村村委,药柜,11,个,村室
1443,24401,10927,西川村村委,计生床,11,张,村室
1444,24395,10927,西川村村委,床,11,套,村室
1445,24286,10927,西川村村委,办公桌,11,张,村室
1446,24736,10927,西川村村委,饮水机,11,台,村办公室
1447,24436,10927,西川村村委,桌子,11,把,村室
1448,24300,10927,西川村村委,文件柜,11,个,村室
1449,24295,10927,西川村村委,三斗桌,11,套,村室
1450,24298,10927,西川村村委,茶几,11,个,村室
1451,24357,10927,西川村村委,功放机,12,套,村室
1452,24738,10927,西川村村委,图书,12,册,村图书室
1453,24392,10927,西川村村委,光盘,12,张,村室
1454,24353,10927,西川村村委,电视机,12,台,村室
1455,24358,10927,西川村村委,高音喇叭,12,套,村室
1456,24737,10927,西川村村委,乒乓球台,12,套,西川村室
1457,24355,10927,西川村村委,机顶盒,12,个,村室
1458,24360,10927,西川村村委,球篮,12,套,村委会
1459,24733,10927,西川村村委,沟西至渑坡公路,18,米,西川村
1460,24734,10927,西川村村委,古堆至岔路口,18,米,西川村
1461,24730,10927,西川村村委,西川至坡头公路,18,米,西川村
1462,24731,10927,西川村村委,沟南至岭南,18,米,西川村
1463,24735,10927,西川村村委,北头至渑坡公路,18,米,西川村
1464,25494,10928,吴窑头村村委,村委房屋,7,间,
1465,25493,10928,吴窑头村村委,学校房屋,8,间,
1466,25500,10928,吴窑头村村委,猪场房屋,9,间,
1467,25497,10928,吴窑头村村委,电视机,10,台,
1468,25498,10928,吴窑头村村委,办公桌椅,11,套,
1469,25496,10928,吴窑头村村委,计生桌椅,11,套,
1470,25501,10928,吴窑头村村委,书柜,11,个,
1471,25503,10928,吴窑头村村委,乡村道路,18,公里,
1472,25508,10933,南马村村委,村委房屋,7,间,
1473,25521,10933,南马村村委,扩音机喇叭,10,套,
1474,25520,10933,南马村村委,电视机,10,台,
1475,25518,10933,南马村村委,办公桌椅,11,套,
1476,25515,10933,南马村村委,乡村道路,18,公里,
1477,23612,10936,汪坟村村委,村委房屋,7,间,西汪坟
1478,23611,10936,汪坟村村委,教学楼,8,间,汪坟村西汪坟
1479,23625,10936,汪坟村村委,烟库,9,间,汪坟村
1480,23615,10936,汪坟村村委,沙发,11,套,汪坟村
1481,23638,10936,汪坟村村委,沙发,11,套,汪坟村
1482,23617,10936,汪坟村村委,电视机,11,台,汪坟村
1483,23623,10936,汪坟村村委,桌,11,张,汪坟村
1484,23614,10936,汪坟村村委,桌,11,张,西汪坟
1485,23619,10936,汪坟村村委,VCD,12,台,汪坟村
1486,23641,10936,汪坟村村委,书籍,12,册,村室
1487,23621,10936,汪坟村村委,农家书屋,12,间,汪坟
1488,23605,10936,汪坟村村委,村村通,18,米,汪坟村
1489,21231,10938,班村村委,村委房屋,7,平米,
1490,21233,10938,班村村委,公开栏,10,个,
1491,21235,10938,班村村委,图书柜,10,个,
1492,21242,10938,班村村委,桌子,11,张,
1493,21244,10938,班村村委,椅子,11,个,
1494,21236,10938,班村村委,电视机,11,台,
1495,21237,10938,班村村委,球场健身器材,12,个,
1496,21232,10938,班村村委,机井,15,口,
1497,21240,10938,班村村委,凳子,16,条,
1498,21238,10938,班村村委,桌子,16,张,
1499,23082,10943,西天池村村委,学校,8,间,
1500,23098,10943,西天池村村委,广场,9,平米,
1501,23103,10943,西天池村村委,办公设施,10,件,
1502,23090,10943,西天池村村委,办公家具,11,套,
1503,23087,10943,西天池村村委,街道路灯,12,套,
1504,23073,10943,西天池村村委,舞台,12,座,
