,ASSETID,SHOPID,SHOPNAME,ASSETSNAME,ASSETSTYPEID,UNITNAME,ADDRESS
2008,25162,11037,杜家村委,体育器材,12,套,
2009,25161,11037,杜家村委,综合灌溉,13,亩,
2010,25166,11037,杜家村委,新农村 ,18,个,
2011,23922,11041,白羊山村村委,原窑地村委会,7,间,原窑地村
2012,23680,11041,白羊山村村委,原白羊山村委,7,间,白羊山村
2013,23673,11041,白羊山村村委,文化大院,7,平米,移民点
2014,23924,11041,白羊山村村委,原浪地村学校,8,间,原浪地村委
2015,23675,11041,白羊山村村委,学校,8,平米,移民点
2016,23921,11041,白羊山村村委,原窑地村学校,8,间,原窑地村
2017,23698,11041,白羊山村村委,原白羊山学校,8,间,原白羊山村
2018,23902,11041,白羊山村村委,办公桌,11,张,村室
2019,23918,11041,白羊山村村委,阅览室桌凳,11,套,村室
2020,23916,11041,白羊山村村委,办公桌沙发茶几,11,套,村室
2021,23914,11041,白羊山村村委,铁皮柜,11,个,村室
2022,23913,11041,白羊山村村委,木柜,11,个,村室
2023,23900,11041,白羊山村村委,电视机,12,台,村室
2024,23899,11041,白羊山村村委,播放器,12,套,村室
2025,23915,11041,白羊山村村委,图书,12,册,村室
2026,23901,11041,白羊山村村委,黑板,12,块,村室
2027,23917,11041,白羊山村村委,原拨羊山变压器,17,个,原白羊山村
2028,23926,11041,白羊山村村委,原窑地村变压器,17,台,原窑地村
2029,23925,11041,白羊山村村委,原浪地变压器,17,台,原浪地村
2030,25190,11043,东岭村委,村委办公室,7,,
2031,25189,11043,东岭村委,教学楼,8,,
2032,25193,11043,东岭村委,电脑,10,,
2033,25194,11043,东岭村委,办公家具,11,,
2034,25191,11043,东岭村委,办公家具,11,,
2035,25195,11043,东岭村委,水井,13,,
2036,25196,11043,东岭村委,烟水配套井,13,,
2037,25192,11043,东岭村委,远程教育,14,,
2038,24035,11045,路村村委,教学楼,8,,
2039,24052,11045,路村村委,烟站,9,平米,
2040,24042,11045,路村村委,办公椅,11,,
2041,25733,11053,韶华村委,村委办公楼,7,间,
2042,25735,11053,韶华村委,教学楼,8,平米,
2043,25740,11053,韶华村委,电视机,10,台,
2044,34005,11053,韶华村委,打印机,10,套,
2045,25746,11053,韶华村委,电脑,10,台,
2046,25747,11053,韶华村委,档案柜,11,个,
2047,25742,11053,韶华村委,凳子,11,个,
2048,25737,11053,韶华村委,村办公桌,11,套,
2049,25739,11053,韶华村委,桌子,11,张,
2050,25745,11053,韶华村委,健身器材,12,套,
2051,25743,11053,韶华村委,社鼓,12,面,
2052,25744,11053,韶华村委,铜钗,12,副,
2053,33625,11053,韶华村委,水泵,13,台,
2054,25645,11054,苏门村委,教学楼,7,平米,
2055,25680,11054,苏门村委,安里文化大院房屋,7,平米,
2056,25689,11054,苏门村委,曹滹沱文化大院房屋,7,平米,
2057,25643,11054,苏门村委,文化大院,7,平米,
2058,25647,11054,苏门村委,青少年宫楼房,7,平米,
2059,25644,11054,苏门村委,村卫生室房屋,7,平米,
2060,25730,11054,苏门村委,关北学校房屋,8,平米,
2061,25646,11054,苏门村委,学校宿舍,8,平米,
2062,25728,11054,苏门村委,老学房屋,8,平米,
2063,25726,11054,苏门村委,老学校房屋,8,平米,
2064,25687,11054,苏门村委,学校房屋,8,平米,
2065,25725,11054,苏门村委,关南学校房屋,8,平米,
2066,25727,11054,苏门村委,关中学校房屋,8,平米,
2067,25648,11054,苏门村委,文化大院门楼,9,平米,
2068,25649,11054,苏门村委,文化大院围墙,9,平米,
2069,25650,11054,苏门村委,学校门楼,9,平米,
2070,25681,11054,苏门村委,安里文化大院围墙,9,平米,
2071,25706,11054,苏门村委,曹端祠,9,座,
2072,25665,11054,苏门村委,饮水机,10,台,
2073,25662,11054,苏门村委,电脑,10,台,
2074,25666,11054,苏门村委,电暖扇,10,台,
2075,25667,11054,苏门村委,投影机,10,部,
2076,33726,11054,苏门村委,音响,10,台,
2077,33725,11054,苏门村委,空调,10,台,
2078,25663,11054,苏门村委,吊扇,10,台,
2079,25674,11054,苏门村委,空调机,10,台,
2080,25664,11054,苏门村委,落地扇,10,台,
2081,25708,11054,苏门村委,东南组桌凳炊具,10,套,
2082,25710,11054,苏门村委,东中桌凳炊具,10,套,
2083,25711,11054,苏门村委,东北炊具,10,套,
2084,25714,11054,苏门村委,西中炊具,10,套,
2085,25716,11054,苏门村委,西北炊具,10,套,
2086,25659,11054,苏门村委,床,11,张,
2087,25675,11054,苏门村委,计生室办公桌,11,线,
2088,25677,11054,苏门村委,人口学校课桌,11,套,
2089,25678,11054,苏门村委,药具资料柜,11,个,
2090,25656,11054,苏门村委,办公桌,11,张,
2091,25657,11054,苏门村委,会议桌,11,套,
2092,25658,11054,苏门村委,办公椅,11,把,
2093,25673,11054,苏门村委,小连椅,11,把,
2094,25684,11054,苏门村委,桌凳,11,套,
2095,25723,11054,苏门村委,任西桌凳,11,套,
2096,25660,11054,苏门村委,远程教育室桌凳,11,套,
2097,25672,11054,苏门村委,茶几,11,张,
2098,25676,11054,苏门村委,计生室办公椅,11,把,
2099,25679,11054,苏门村委,办公桌书柜,11,套,
2100,25694,11054,苏门村委,桌凳,11,套,
2101,25671,11054,苏门村委,沙发,11,套,
2102,25717,11054,苏门村委,任南桌凳,11,套,
2103,25690,11054,苏门村委,篮球场,12,平方米,
2104,25691,11054,苏门村委,篮球架,12,副,
2105,25692,11054,苏门村委,健身器材,12,件,
2106,25668,11054,苏门村委,休闲广场,12,平方,
2107,25682,11054,苏门村委,健身器材,12,件,
2108,25683,11054,苏门村委,球台,12,副,
2109,25654,11054,苏门村委,健身器材,12,件,
2110,27566,11054,苏门村委,便民服务中心,12,平米,
2111,25655,11054,苏门村委,篮球架,12,幅,
2112,25693,11054,苏门村委,球台,12,副,
2113,25669,11054,苏门村委,村舞台,12,平方米,
2114,25688,11054,苏门村委,水井水塔,13,套,
2115,25704,11054,苏门村委,水塔,13,套,
2116,25713,11054,苏门村委,西南水井,13,套,
2117,25718,11054,苏门村委,任南水塔,13,套,
2118,25719,11054,苏门村委,任北水塔,13,套,
2119,25721,11054,苏门村委,任东水塔,13,套,
2120,25724,11054,苏门村委,任西水塔,13,套,
2121,25685,11054,苏门村委,炊具,18,套,
2122,25686,11054,苏门村委,冰柜,18,台,
2123,25651,11054,苏门村委,厕所,18,个,
2124,25652,11054,苏门村委,村务公开栏,18,个,
2125,27548,11054,苏门村委,村文化大院门前路面,18,平米,
2126,27549,11054,苏门村委,乔苏公路水泥路面,18,平米,
2127,27550,11054,苏门村委,安里文化大院及路面,18,平米,
2128,27551,11054,苏门村委,曹滹沱水泥路面,18,平米,
2129,27555,11054,苏门村委,东北组水泥路面,18,平米,
2130,27553,11054,苏门村委,东南组水泥路面,18,平米,
2131,27554,11054,苏门村委,东中组水泥路面,18,平米,
2132,27556,11054,苏门村委,西南组水泥路面,18,平米,
2133,27557,11054,苏门村委,西中组水泥路面,18,平米,
2134,27558,11054,苏门村委,西北组水泥路面,18,平米,
2135,27559,11054,苏门村委,任南组水泥路面,18,平米,
2136,27560,11054,苏门村委,任北组水泥路面,18,平米,
2137,27561,11054,苏门村委,任东组水泥路面,18,平米,
2138,27562,11054,苏门村委,任西组水泥路面,18,平米,
2139,27563,11054,苏门村委,关南组水泥路面,18,平米,
2140,27564,11054,苏门村委,关中组水泥路面,18,平米,
2141,27565,11054,苏门村委,关北组水泥路面,18,平米,
2142,25653,11054,苏门村委,国旗座,18,个,
2143,25695,11054,苏门村委,炊具,18,套,
2144,25696,11054,苏门村委,冰柜,18,台,
2145,25670,11054,苏门村委,图书,18,册,
2146,25506,11055,天桥村委,文化大院,7,间,
2147,25504,11055,天桥村委,学校,8,间,
2148,25524,11055,天桥村委,高音喇叭,10,台,
2149,25517,11055,天桥村委,茶几,10,套,
2150,25523,11055,天桥村委,扩音器材,10,台,
2151,25527,11055,天桥村委,书案,11,张,
2152,25519,11055,天桥村委,课桌,11,张,
2153,25529,11055,天桥村委,凳子,11,张,
2154,25513,11055,天桥村委,椅子,11,张,
2155,25512,11055,天桥村委,办公桌,11,张,
2156,25516,11055,天桥村委,小沙发,11,套,
2157,25522,11055,天桥村委,椅子,11,张,
2158,25525,11055,天桥村委,档案柜,11,套,
2159,25514,11055,天桥村委,大沙发,11,套,
2160,25509,11055,天桥村委,崤村水井,13,套,
2161,25511,11055,天桥村委,天桥水井,13,座,
2162,25507,11055,天桥村委,吃水工程,13,座,
2163,25510,11055,天桥村委,庙后水井,13,座,
2164,25533,11055,天桥村委,图书,18,册,
2165,27583,11055,天桥村委,天桥村水泥路面,18,平米,
2166,25551,11056,西天坛村委,村办公室,7,间,
2167,25547,11056,西天坛村委,学校,8,间,
2168,25549,11056,西天坛村委,卫生所,9,间,
2169,25562,11056,西天坛村委,电视机、VCD,10,台,
2170,25554,11056,西天坛村委,农家书柜,11,套,
2171,25557,11056,西天坛村委,桌子,11,张,
2172,25556,11056,西天坛村委,椅子凳子,11,把,
2173,25552,11056,西天坛村委,篮球栏,12,个,
2174,25563,11056,西天坛村委,球案,12,台,
2175,25560,11056,西天坛村委,机井,13,眼,
2176,28889,11056,西天坛村委,沟东至煤矿路,18,里,
2177,27586,11056,西天坛村委,水泥路面,18,米,
2178,27589,11057,贺滹沱村委,村委房屋,7,平米,
2179,25049,11057,贺滹沱村委,学校房屋,8,平米,
2180,25455,11057,贺滹沱村委,门楼,9,座,
2181,27588,11057,贺滹沱村委,办化设备,10,套,
2182,25047,11057,贺滹沱村委,办公家具,11,件,
2183,25462,11057,贺滹沱村委,休闲广场,12,座,
2184,25457,11057,贺滹沱村委,健身器材,12,件,
2185,25459,11057,贺滹沱村委,水井及配套设施,13,套,
2186,25454,11057,贺滹沱村委,柴油喷灌机,13,套,
2187,25456,11057,贺滹沱村委,电子监控,15,套,
2188,27587,11057,贺滹沱村委,沥青水泥路面,18,米,
2189,25572,11058,东阳村委,文化大院,7,座,
2190,25567,11058,东阳村委,学校,8,座,
2191,25566,11058,东阳村委,门楼,9,个,
2192,25575,11058,东阳村委,远程教育,10,套,
2193,25578,11058,东阳村委,办公桌,11,张,
2194,25580,11058,东阳村委,椅子沙发柜子,11,个,
2195,25569,11058,东阳村委,电脑办公桌椅床,11,套,
2196,25577,11058,东阳村委,文化活动配套设施,12,套,
2197,25574,11058,东阳村委,球栏,12,个,
2198,25581,11058,东阳村委,机电设备,15,套,
2199,25571,11058,东阳村委,路灯,18,个,
2200,27590,11058,东阳村委,水泥路,18,公里,
2201,23787,11059,中涧村委,村委房屋,7,间,
2202,23791,11059,中涧村委,凳子,11,条,
2203,23790,11059,中涧村委,办公桌,11,张,
2204,23786,11059,中涧村委,篮球栏,12,套,
2205,23789,11059,中涧村委,村舞台,12,平方米,
2206,23785,11059,中涧村委,球案,12,个,
2207,23783,11059,中涧村委,水井,13,套,
2208,27591,11059,中涧村委,村组公路,18,公里,
2209,25794,11060,后涧村委,教学楼及教师办公室,8,平米,
2210,25804,11060,后涧村委,远程教育设备,10,套,
2211,25803,11060,后涧村委,扩音机,10,台,
2212,25802,11060,后涧村委,计生用椅子,11,个,
2213,25801,11060,后涧村委,计生学校桌子,11,张,
2214,25798,11060,后涧村委,办公桌,11,张,
2215,25800,11060,后涧村委,椅子,11,个,
2216,25799,11060,后涧村委,沙发,11,件,
2217,25797,11060,后涧村委,健身器材,12,件,
2218,25805,11060,后涧村委,泵房,13,间,
2219,25795,11060,后涧村委,机井,13,眼,
2220,25796,11060,后涧村委,农家书,18,册,
2221,27594,11060,后涧村委,水泥路,18,米,
2222,25584,11061,韶阳村委,村委房屋,7,间,
2223,25585,11061,韶阳村委,学校房屋,8,平米,
2224,25590,11061,韶阳村委,其它房屋,9,间,
2225,25589,11061,韶阳村委,扩音机,10,套,
2226,25588,11061,韶阳村委,椅子,11,把,
2227,25587,11061,韶阳村委,办公桌,11,张,
2228,25591,11061,韶阳村委,水井设备,13,套,
2229,27595,11061,韶阳村委,乡村道路,18,平米,
2230,23763,11062,马岭村委,村委办大楼,7,间,
2231,23764,11062,马岭村委,教学楼,8,间,
2232,27570,11062,马岭村委,村办公用具,10,套,
2233,23765,11062,马岭村委,电脑,10,台,
2234,23767,11062,马岭村委,图书,18,本,
2235,28233,11063,庄子村委,学校楼房,8,间,
2236,28234,11063,庄子村委,教师住室,8,间,
2237,28229,11063,庄子村委,电视机,10,台,
2238,28228,11063,庄子村委,电脑,10,台,
2239,28231,11063,庄子村委,办公桌,11,张,
2240,28230,11063,庄子村委,办公椅子,11,把,
2241,28232,11063,庄子村委,书柜,11,个,
2242,28235,11063,庄子村委,中西组水泥路,18,平米,
2243,25774,11064,刘果村委,村委大院,7,间,
2244,25773,11064,刘果村委,学校,8,间,
2245,25775,11064,刘果村委,电脑,10,台,
2246,25785,11064,刘果村委,床,10,张,
2247,25781,11064,刘果村委,沙发,10,件,
2248,25776,11064,刘果村委,电视机,10,台,
2249,25782,11064,刘果村委,文件柜,11,个,
2250,25784,11064,刘果村委,学习凳,11,个,
2251,25783,11064,刘果村委,学习桌,11,张,
2252,25780,11064,刘果村委,办公椅,11,把,
2253,25779,11064,刘果村委,办公桌,11,张,
2254,25777,11064,刘果村委,机井,13,眼,
2255,27567,11064,刘果村委,水泥路面,18,平米,
2256,25778,11064,刘果村委,农家书屋,18,个,
2257,23769,11065,仰韶村委,学校房屋,8,平米,
2258,23771,11065,仰韶村委,电视,10,台,
2259,23778,11065,仰韶村委,学习桌,11,张,
2260,23774,11065,仰韶村委,桌,11,张,
2261,23780,11065,仰韶村委,凳子,11,个,
2262,23776,11065,仰韶村委,椅子,11,把,
2263,23772,11065,仰韶村委,沙发,11,套,
2264,23777,11065,仰韶村委,书柜,11,个,
2265,23773,11065,仰韶村委,茶几,11,个,
2266,23781,11065,仰韶村委,球案,12,幅,
2267,27571,11065,仰韶村委,水泥路面,18,平米,
2268,24957,11067,阳光村委,村委房屋,7,间,
2269,24956,11067,阳光村委,电暖器,10,个,
2270,24955,11067,阳光村委,电视机,10,台,
2271,24954,11067,阳光村委,硬沙发茶几,10,套,
2272,24951,11067,阳光村委,柜子,11,个,
2273,24952,11067,阳光村委,床板,11,块,
2274,24953,11067,阳光村委,图书柜,11,个,
2275,24949,11067,阳光村委,办公桌,11,张,
2276,24950,11067,阳光村委,椅子凳子,11,张,
2277,25616,11068,礼庄寨村委,村委房屋,7,间,
2278,25619,11068,礼庄寨村委,学校房屋,8,间,
2279,25639,11068,礼庄寨村委,配电房,9,平米,
2280,25637,11068,礼庄寨村委,书柜及图书,10,套,
2281,25635,11068,礼庄寨村委,监控设备,10,套,
2282,25633,11068,礼庄寨村委,电脑,10,台,
2283,25622,11068,礼庄寨村委,桌,11,张,
2284,25631,11068,礼庄寨村委,电视机,11,台,
2285,25623,11068,礼庄寨村委,椅子,11,把,
2286,25624,11068,礼庄寨村委,柜子,11,个,
2287,25628,11068,礼庄寨村委,健身器材,12,个,
2288,25642,11068,礼庄寨村委,球场,12,个,
2289,25627,11068,礼庄寨村委,球案,12,台,
2290,25626,11068,礼庄寨村委,篮球架,12,副,
2291,25641,11068,礼庄寨村委,喷灌设备,13,台,
2292,27543,11068,礼庄寨村委,道路,18,个,
2293,25762,11069,乐村村委,学校及村委房屋,7,平米,
2294,25772,11069,乐村村委,其它房屋,9,平米,
2295,25769,11069,乐村村委,木床,10,张,
2296,25768,11069,乐村村委,电视机,10,台,
2297,25767,11069,乐村村委,扩音机喇叭及音响,10,套,
2298,25764,11069,乐村村委,方凳,11,把,
2299,25765,11069,乐村村委,图书柜,11,个,
2300,25766,11069,乐村村委,阅读案桌,11,张,
2301,25763,11069,乐村村委,办公桌,11,张,
2302,25770,11069,乐村村委,球架,12,副,
2303,25771,11069,乐村村委,机井,13,眼,
2304,27544,11069,乐村村委,乡村道路,18,千米,
2305,25749,11070,裴窑村委,村委办公楼,7,平米,
2306,25754,11070,裴窑村委,其它房屋,9,间,
2307,25758,11070,裴窑村委,电视,10,台,
2308,25756,11070,裴窑村委,办公家具,11,套,
2309,25759,11070,裴窑村委,水渠,13,米,
2310,27545,11070,裴窑村委,水泥路面,18,米,
2311,25608,11071,乔岭村委,学校房屋,8,座,
2312,25607,11071,乔岭村委,图书室,9,个,
2313,25602,11071,乔岭村委,医疗站,9,个,
2314,25605,11071,乔岭村委,窗帘,10,幅,
2315,25613,11071,乔岭村委,远程教育,10,套,
2316,25612,11071,乔岭村委,计算机监控,10,套,
2317,25598,11071,乔岭村委,饮水机,10,台,
2318,25604,11071,乔岭村委,床,10,套,
2319,25603,11071,乔岭村委,沙发,11,套,
2320,25599,11071,乔岭村委,办公桌椅,11,套,
2321,25600,11071,乔岭村委,会议桌椅,11,张,
2322,25596,11071,乔岭村委,电视机,11,台,
2323,25606,11071,乔岭村委,柜子,11,个,
2324,27547,11071,乔岭村委,图书馆,12,个,
2325,25611,11071,乔岭村委,学校办公桌椅,14,套,
2326,25610,11071,乔岭村委,课桌凳,14,套,
2327,27546,11071,乔岭村委,乡村道路,18,公里,
2328,25938,11074,宋沟村村委,村委,7,间,
2329,25939,11074,宋沟村村委,学校,8,间,
2330,25941,11074,宋沟村村委,办公家具,11,套,
2331,25940,11074,宋沟村村委,学校围墙等,12,套,
2332,25943,11074,宋沟村村委,水井,13,眼,
2333,25942,11074,宋沟村村委,教育科研,14,套,
2334,25944,11074,宋沟村村委,村村通,18,公里,
2335,23068,11076,东坡头村村委,村委房屋,7,间,
2336,23067,11076,东坡头村村委,学校房屋,8,间,
2337,23061,11076,东坡头村村委,农家书屋及设施,9,间,
2338,36186,11076,东坡头村村委,沙发,10,套,
2339,36189,11076,东坡头村村委,铁连椅,10,套,
2340,36188,11076,东坡头村村委,办公椅,10,套,
2341,36187,11076,东坡头村村委,办公桌,10,套,
2342,23066,11076,东坡头村村委,村委设施,10,套,
2343,23056,11076,东坡头村村委,学校院内设施,12,套,
2344,23054,11076,东坡头村村委,村委大院设施,12,套,
2345,23058,11076,东坡头村村委,配电设施,12,套,
2346,23059,11076,东坡头村村委,学校办公设施及学生课桌,12,套,
2347,23051,11076,东坡头村村委,饮水设备,13,套,
2348,25980,11076,东坡头村村委,水泥路,18,公里,
2349,25998,11131,马沟村村委,村村通,6,米,
2350,23302,11131,马沟村村委,村委,7,间,
2351,23303,11131,马沟村村委,老学校,8,间,
2352,23300,11131,马沟村村委,小学房产,8,间,
2353,23301,11131,马沟村村委,学生桌椅板凳,12,套,
2354,23305,11131,马沟村村委,新农村建设,13,,
2355,23306,11131,马沟村村委,烟水配套工程,13,亩,
2356,23304,11131,马沟村村委,饮水工程,13,处,
2357,23275,11133,杨大池村村委,村室,7,间,
2358,23266,11133,杨大池村村委,学校房屋,8,间,
2359,23280,11133,杨大池村村委,村室内电视机,11,台,
2360,23278,11133,杨大池村村委,村室板凳,11,根,
2361,23282,11133,杨大池村村委,农家书屋书柜,11,个,
2362,23277,11133,杨大池村村委,村室办公桌子,11,张,
2363,23284,11133,杨大池村村委,农家书屋写字台椅子,11,张,
2364,23269,11133,杨大池村村委,学校板凳,12,套,
2365,23273,11133,杨大池村村委,学校电脑,12,台,
2366,23271,11133,杨大池村村委,学校电视机,12,台,
2367,23286,11133,杨大池村村委,书室书本,12,册,
2368,23285,11133,杨大池村村委,温控,12,个,
2369,23267,11133,杨大池村村委,学校桌子,12,张,
2370,26041,11133,杨大池村村委,水泥路,18,公里,
2371,23687,11135,堡南村村委,村委,7,间,
2372,23686,11135,堡南村村委,新学校,8,间,
2373,23684,11135,堡南村村委,老学校,8,间,
2374,23690,11135,堡南村村委,农家书屋,9,册,
2375,23689,11135,堡南村村委,电话机房,12,座,
2376,23688,11135,堡南村村委,新农村建设设施,12,座,
2377,26028,11135,堡南村村委,水泥路,18,个,
2378,23019,11137,水泉洼村村委,村室,7,间,
2379,23013,11137,水泉洼村村委,学校房产,8,间,
2380,23012,11137,水泉洼村村委,村烟站房产,9,间,
2381,23020,11137,水泉洼村村委,办公家俱,11,套,
2382,23015,11137,水泉洼村村委,学校桌凳,12,套,
2383,23022,11137,水泉洼村村委,电视机,12,台,
2384,23018,11137,水泉洼村村委,西四组机井,13,眼,
2385,23017,11137,水泉洼村村委,机井,13,眼,
2386,24023,11139,下马延村村委,村委,7,间,
2387,24021,11139,下马延村村委,小学,8,间,
2388,24024,11139,下马延村村委,办公桌椅,11,套,
2389,24025,11139,下马延村村委,远程教育,12,套,
2390,24022,11139,下马延村村委,桌椅板凳,12,套,
2391,26034,11139,下马延村村委,村至南坡门道路,18,米,
2392,26032,11139,下马延村村委,村村通,18,米,
2393,26033,11139,下马延村村委,新农村村内道路,18,米,
2394,24614,11141,杨村村村委,村委,7,间,
2395,24570,11141,杨村村村委,学校,8,间,
2396,24572,11141,杨村村村委,烟站,9,间,
2397,24567,11141,杨村村村委,舞台,9,间,
2398,24615,11141,杨村村村委,办公家俱,11,套,
2399,24616,11141,杨村村村委,远程教育,12,套,
2400,24618,11141,杨村村村委,舞台硬化,12,平方米,
2401,26040,11141,杨村村村委,学校院硬化,18,米,
2402,23542,11143,芮沟村村委,村委房产,7,间,
2403,23557,11143,芮沟村村委,老学校,8,间,
2404,23523,11143,芮沟村村委,小学房产,8,间,
2405,23553,11143,芮沟村村委,村委办公桌,11,套,
2406,23545,11143,芮沟村村委,教师办公桌椅,12,套,
2407,23549,11143,芮沟村村委,教学器材,12,套,
2408,23551,11143,芮沟村村委,书柜子,12,套,
2409,23555,11143,芮沟村村委,电视柜子书柜,12,套,
2410,23547,11143,芮沟村村委,09年党校捐赠桌椅板凳,12,套,
2411,23539,11143,芮沟村村委,学生桌椅板凳,12,套,
2412,23559,11143,芮沟村村委,烟水配套工程,13,套,
2413,26044,11143,芮沟村村委,村村通,18,米,
2414,23003,11145,张大池村村委,村委房屋,7,间,
2415,23004,11145,张大池村村委,学校房屋,8,间,
2416,23005,11145,张大池村村委,村委及学校办公设施,9,个,
2417,23009,11145,张大池村村委,配电房,9,间,
2418,23007,11145,张大池村村委,农家书屋（书柜等）,10,套,
2419,23006,11145,张大池村村委,办公家俱,11,套,
2420,23010,11145,张大池村村委,水渠,13,米,
2421,26026,11145,张大池村村委,村内道路绿化,18,米,
2422,26025,11145,张大池村村委,田间水泥路,18,米,
2423,26024,11145,张大池村村委,村村通,18,米,
2424,23379,11147,竹峪村村委,小学房产,8,间,
2425,23385,11147,竹峪村村委,药柜,11,套,
2426,23380,11147,竹峪村村委,计生室桌椅板凳,11,套,
2427,23382,11147,竹峪村村委,孕检床,11,套,
2428,23386,11147,竹峪村村委,档案柜子,11,套,
2429,23387,11147,竹峪村村委,远程教育器材,12,套,
2430,23041,11153,龙潭沟村村委,村委房屋       ,7,间        ,
2431,23037,11153,龙潭沟村村委,办公家具,11,套,
2432,23038,11153,龙潭沟村村委,机井,13,套,
2433,25960,11153,龙潭沟村村委,笃忠至义马路,18,公里,
2434,25959,11153,龙潭沟村村委,村村通,18,公里,
2435,23027,11161,三九沟村村委,学校,8,所,
2436,23029,11161,三九沟村村委,打窝机,13,台,
2437,23028,11161,三九沟村村委,吃水工程,13,套,
2438,25957,11161,三九沟村村委,村道路,18,公里,
2439,24558,11165,陈沟村村委,村室,7,间,
2440,24564,11165,陈沟村村委,学校,8,间,
2441,24559,11165,陈沟村村委,办公用具,11,套,
2442,24563,11165,陈沟村村委,农家书屋用品,12,套,
2443,24560,11165,陈沟村村委,远程教育,12,套,
2444,26039,11165,陈沟村村委,村村通,18,米,
2445,24012,11170,张吕村村委,村委,7,所,
2446,24019,11170,张吕村村委,原小学,8,间,
2447,24014,11170,张吕村村委,烟点,9,所,
2448,24015,11170,张吕村村委,办公设施,11,套,
2449,24017,11170,张吕村村委,远程教育,12,套,
2450,24020,11170,张吕村村委,吃水工程,13,套,
2451,24018,11170,张吕村村委,垃圾池,13,个,
2452,26030,11170,张吕村村委,道路,18,米,
2453,26031,11170,张吕村村委,村村通,18,条,
2454,26023,11175,南昌村村委,村委,7,间,
2455,22995,11175,南昌村村委,南昌学校教学楼,8,平米,
2456,23001,11175,南昌村村委,村门楼一座,9,座,
2457,23002,11175,南昌村村委,办公设施,10,套,
2458,23000,11175,南昌村村委,健身器材,12,套,
2459,26022,11175,南昌村村委,村村通,18,公里,
2460,23674,11185,鹿寺村村委,小学,8,间,
2461,23678,11185,鹿寺村村委,农家书屋,9,座,
2462,23677,11185,鹿寺村村委,村委办公设施,11,套,
2463,26021,11185,鹿寺村村委,村村公路,18,公里,
2464,23391,11189,藕池村村委,村小学,8,间,
2465,23395,11189,藕池村村委,庙院,9,间,
2466,23392,11189,藕池村村委,剧院,9,座,
2467,23397,11189,藕池村村委,远程教育,12,套,
2468,23396,11189,藕池村村委,排水渠,13,米,
2469,23402,11189,藕池村村委,吃水工程设备,13,套,
2470,26043,11189,藕池村村委,水泥路,18,公里,
2471,23046,11206,南涧村村委,村委办公室,7,间,
2472,23042,11206,南涧村村委,学校,8,间,
2473,23043,11206,南涧村村委,水利设施,13,米,
2474,23045,11206,南涧村村委,学校课桌,14,套,
2475,25968,11206,南涧村村委,水泥路,18,公里,
2476,25966,11206,南涧村村委,村村通,18,公里,
2477,23626,11210,西元村村委,学校房产,8,间,
2478,23631,11210,西元村村委,农家书屋,9,间,
2479,23636,11210,西元村村委,门楼围墙,9,米,
2480,23629,11210,西元村村委,课桌,11,套,
2481,26010,11210,西元村村委,办公用品,11,个,
2482,23632,11210,西元村村委,档案柜,11,套,
2483,23627,11210,西元村村委,办公用具,11,张,
2484,23634,11210,西元村村委,厕所,12,套,
2485,23630,11210,西元村村委,电视,12,套,
2486,23633,11210,西元村村委,水井,13,眼,
2487,26007,11210,西元村村委,村村通,18,公里,
2488,23654,11214,笃忠村村委,村委,7,间,
2489,23667,11214,笃忠村村委,学校总资产,8,座,
2490,23656,11214,笃忠村村委,草粉厂房子,9,间,
2491,23657,11214,笃忠村村委,办公家具,11,套,
2492,23664,11214,笃忠村村委,舞台,13,座,
2493,23662,11214,笃忠村村委,水塔,13,眼,
2494,23659,11214,笃忠村村委,教育科研,14,套,
2495,23683,11214,笃忠村村委,垃圾车,15,台,
2496,26027,11214,笃忠村村委,村村通,18,公里,
2497,23692,11217,贾沟村村委,老小学,8,间,
2498,23693,11217,贾沟村村委,文化大院,9,间,
2499,23696,11217,贾沟村村委,办公设施,11,套,
2500,23694,11217,贾沟村村委,远程教育,12,套,
2501,26029,11217,贾沟村村委,村村通,18,米,
2502,24028,11219,桐树沟村村委,村委,7,间,
2503,24026,11219,桐树沟村村委,小学校,8,间,
2504,24027,11219,桐树沟村村委,烟库存,9,间,
2505,24032,11219,桐树沟村村委,书屋,9,间,
2506,24029,11219,桐树沟村村委,办公用具,11,套,
2507,24031,11219,桐树沟村村委,烟水配套设施,13,套,
2508,26035,11219,桐树沟村村委,村村通,18,米,
2509,24862,11222,石泉村村委,学校,8,间,
2510,24863,11222,石泉村村委,烟站,9,间,
2511,24864,11222,石泉村村委,办公用品,11,套,
2512,24868,11222,石泉村村委,电脑监控,12,套,
2513,24867,11222,石泉村村委,垃圾池,13,个,
2514,24866,11222,石泉村村委,南坝,13,套,
2515,26000,11222,石泉村村委,一事一议水泥路,18,米,
2516,25999,11222,石泉村村委,村村通,18,米,
2517,23574,11226,朝阳村村委,村委办公楼,7,间,
2518,23578,11226,朝阳村村委,学校,8,平米,
2519,23596,11226,朝阳村村委,农家书屋,9,间,
2520,23587,11226,朝阳村村委,农户养殖区,9,间,
2521,23595,11226,朝阳村村委,养殖区养猪厂,9,间,
2522,23593,11226,朝阳村村委,养殖区养羊厂,9,间,
2523,23581,11226,朝阳村村委,公共设施,12,套,
2524,23597,11226,朝阳村村委,村公共设施,12,套,
2525,26004,11226,朝阳村村委,村内道路,18,公里,
2526,23643,11229,杜村沟村村委,村室,7,间,
